,seller_id,seller_zip_code_prefix,seller_city,seller_state,review_score,total_sales,total_revenue,favorite_product,average_frequency,multiple_sales,main_product_ratio,days_since_last,dropped_off
0,3442f8959a84dea7ee197c632cb2df15,13023,campinas,SP,3.0,3,218.70000000000002,sports_leisure,112.0,1,100.0,375,True
1,d1b65fc7debc3361ea86b5f14c68d2e2,13844,mogi guacu,SP,4.560975609756097,41,11703.069999999994,luggage_accessories,99.225,1,68.29268292682927,95,False
2,ce3ad9de960102d0677a81f5d0bb7b2d,20031,rio de janeiro,RJ,5.0,1,158.0,baby,735.0,0,100.0,41,False
3,c0f3eea2e14555b6faeea3dd58c1b1c3,4195,sao paulo,SP,5.0,1,79.99,sports_leisure,735.0,0,100.0,37,False
4,51a04a8a6bdcb23deccc82b0b80742cf,12914,braganca paulista,SP,1.0,1,167.99,electronics,735.0,0,100.0,299,False
5,c240c4061717ac1806ae6ee72be3533b,20920,rio de janeiro,RJ,4.0,1,59.9,food,735.0,0,100.0,124,False
6,e49c26c3edfa46d227d5121a6b6e4d37,55325,brejao,PE,4.416666666666667,36,3654.25,consoles_games,174.0,1,41.66666666666667,46,False
7,1b938a7ec6ac5061a66a3766e0e75f90,16304,penapolis,SP,4.242424242424242,33,3987.6000000000017,baby,112.8125,1,42.42424242424242,22,False
8,768a86e36ad6aae3d03ee3c6433d61df,1529,sao paulo,SP,4.647058823529412,17,587.46,toys,27.3125,1,58.82352941176471,17,False
9,ccc4bbb5f32a6ab2b7066a4130f114e3,80310,curitiba,PR,4.286458333333333,192,74004.62000000001,health_beauty,177.29842931937173,1,97.39583333333334,19,False
10,8cb7c5ddf41f4d506eba76e9a4702a25,75110,anapolis,GO,3.0,2,138.0,sports_leisure,71.0,1,100.0,142,True
11,a7a9b880c49781da66651ccf4ba9ac38,13530,itirapina,SP,3.75,4,307.6,bed_bath_table,16.333333333333332,1,100.0,65,True
12,8bd0f31cf0a614c658f6763bd02dea69,1222,sao paulo,SP,4.114285714285714,35,4455.339999999997,furniture_decor,173.05882352941177,1,71.42857142857143,24,False
13,05a48cc8859962767935ab9087417fbb,5372,sao paulo,SP,5.0,1,42.9,garden_tools,735.0,0,100.0,38,False
14,7b8e8ec35bad4b0ef7e3963650b0a87b,88705,tubarao,SC,4.8,5,2244.2799999999997,auto,51.5,1,60.0,45,False
15,1444c08e64d55fb3c25f0f09c07ffcf2,42738,lauro de freitas,BA,1.0,1,2749.0,garden_tools,735.0,0,100.0,134,False
16,166e8f1381e09651983c38b1f6f91c11,88780,imbituba,SC,5.0,2,78.8,unknown,26.0,1,100.0,384,True
17,e38db885400cd35c71dfd162f2c1dbcf,70740,brasilia,DF,4.5,32,2066.800000000001,bed_bath_table,117.06451612903226,1,100.0,25,False
18,d2e753bb80b7d4faa77483ed00edc8ca,45810,porto seguro,BA,3.625,16,1389.7,fashion_bags_accessories,58.4,1,93.75,114,True
19,f9ec7093df3a7b346b7bcf7864069ca3,5138,sao paulo,SP,4.777777777777778,9,519.2,housewares,25.75,1,33.33333333333333,14,False
20,4e6015589b781adaa5ce7f1892d06bb1,11440,guaruja,SP,3.6666666666666665,3,684.0,sports_leisure,95.0,1,100.0,228,True
21,4cf490a58259286ada5ba8525ba9e84a,14910,tabatinga,SP,3.125,8,1254.2,cool_stuff,135.57142857142858,1,100.0,290,True
22,f7496d659ca9fdaf323c0aae84176632,4156,sao paulo,SP,4.592592592592593,27,5087.569999999999,furniture_decor,228.0,1,55.55555555555556,24,False
23,2ff97219cb8622eaf3cd89b7d9c09824,13320,salto,SP,4.541666666666667,96,4476.900000000003,housewares,56.252631578947366,1,44.79166666666667,15,False
24,8bd0e3abda539b9479c4b44a691be1ec,98910,tres de maio,RS,1.6923076923076923,13,596.5500000000002,health_beauty,42.916666666666664,1,100.0,246,True
25,2a1348e9addc1af5aaa619b1a3679d6b,30494,belo horizonte,MG,2.963636363636364,55,2843.0000000000023,furniture_decor,159.0,1,29.09090909090909,38,False
26,2078fe5066350e7d220c0ad3a3bbc6c1,86707,arapongas,PR,2.0,1,29.9,furniture_decor,735.0,0,100.0,165,False
27,116ccb1a1604bc88e4d234a8c23f33de,9850,sao bernardo do campo,SP,4.602739726027397,73,2004.8900000000003,auto,80.16666666666667,1,76.71232876712328,19,False
28,430315b7bb4b6e4b3c978f9dfa9b0558,4857,sao paulo,SP,3.857142857142857,21,3118.4,housewares,52.95,1,28.57142857142857,34,False
29,406822777a0b9eb5c50e442dd4cd3ec5,18500,tatui,SP,4.25531914893617,47,3648.080000000002,toys,81.84782608695652,1,97.87234042553192,17,False
30,4dbd95a08b31ede5c82d3f861cb1ce1a,80210,curitiba,PR,3.5,6,1304.67,books_general_interest,80.2,1,83.33333333333334,299,True
31,e9e446d01bd10a97a8ffcfc4a3a20cb2,2261,sao paulo,SP,3.5,4,60.05,perfumery,29.0,1,100.0,63,True
32,d52cbce9845184537284a23c3bc3da0e,88495,garopaba,SC,5.0,4,75.0,stationery,9.333333333333334,1,100.0,191,True
33,d9a84e1403de8da0c3aa531d6d108ba6,3562,sao paulo,SP,4.559322033898305,59,1425.200000000001,toys,58.327586206896555,1,44.06779661016949,12,False
34,9c690ceacd5c66731bf443ea810195cb,37650,camanducaia,MG,4.416666666666667,12,871.7999999999998,garden_tools,75.81818181818181,1,58.333333333333336,34,False
35,1f9ab4708f3056ede07124aad39a2554,17602,tupa,SP,4.075949367088608,79,13602.729999999983,baby,150.48717948717947,1,100.0,99,False
36,1961c3e1272bfeceb05d0b78b5bbfdaf,7241,guarulhos,SP,3.75,4,896.0,unknown,6.666666666666667,1,100.0,22,True
37,d3e7d37c0df9aef383f3f2a15b0dddfb,83050,sao jose dos pinhais,PR,5.0,1,161.0,kitchen_dining_laundry_garden_furniture,735.0,0,100.0,49,False
38,ec2e006556300a79a5a91e4876ab3a56,3445,sao paulo,SP,1.375,8,125.20000000000002,construction_tools_construction,52.857142857142854,1,87.5,25,False
39,b2a6d334e2833acea353624840e25a0e,4133,sao paulo,SP,4.5,26,1650.9800000000007,small_appliances,61.52,1,69.23076923076923,96,True
40,d3674f271c91f824f82d24d92011f669,72233,brasilia,DF,4.1,20,1718.3000000000006,perfumery,146.8421052631579,1,95.0,28,False
41,768de2a4fc06aacecb9a586ccc30746a,70645,brasilia,DF,4.428571428571429,14,475.59999999999985,cool_stuff,102.46153846153847,1,64.28571428571429,114,True
42,a81466620e46a6970b22ef40379fdfc9,88730,sao ludgero,SC,5.0,2,321.8,computers_accessories,2.0,1,100.0,331,True
43,5c030029b5916fed0986310385ec9009,88075,sao jose,SC,4.9,10,4164.4,housewares,21.555555555555557,1,100.0,20,False
44,c0f783394e37cd9c9d7f5f81141450fa,13416,piracicaba,SP,3.1666666666666665,6,249.4,unknown,7.0,1,100.0,270,True
45,c353f8fc0ce8344999f17d578eb69a5e,90850,porto alegre,RS,5.0,2,175.98,health_beauty,14.0,1,100.0,580,True
46,8444e55c1f13cd5c179851e5ca5ebd00,37584,congonhal,MG,3.073394495412844,109,22873.21000000002,perfumery,138.75925925925927,1,28.440366972477065,66,False
47,28a26ebce31d5918b181ede016fd693b,31950,belo horizonte,MG,5.0,1,29.9,health_beauty,735.0,0,100.0,27,False
48,41ab63a91b8b264e8c8780368bf1dd5b,31555,belo horizonte,MG,4.230769230769231,13,2571.95,small_appliances,78.66666666666667,1,46.15384615384615,59,False
49,8759e7aedd644f487315e5860962f162,9251,santo andre,SP,3.6666666666666665,3,627.0,home_appliances,27.5,1,100.0,256,True
50,e546117ed9cafbc40239c0c78635c584,4705,sao paulo,SP,4.5,2,456.0,perfumery,122.0,1,100.0,17,False
51,d71d863e5ef30d94e440c11be17dcd8f,6144,osasco,SP,3.0555555555555554,36,11900.9,construction_tools_safety,70.97142857142858,1,33.33333333333333,113,True
52,0c7533c71df861ec58ad7ff999ed0e8d,13270,valinhos,SP,4.082191780821918,73,2989.3000000000034,perfumery,87.47222222222223,1,100.0,43,False
53,ef990a83bbea832f36ebe81376335aa8,89214,joinville,SC,3.659090909090909,44,4642.59,sports_leisure,77.27906976744185,1,90.9090909090909,28,False
54,41e0fa5761c886a630994a55c12087e7,11446,guaruja,SP,5.0,5,423.6,health_beauty,39.25,1,100.0,87,True
55,0747d5bb69f0586cc869d8af4c50f93e,28990,saquarema,RJ,3.466666666666667,15,346.59999999999997,perfumery,86.78571428571429,1,93.33333333333333,441,True
56,7d294cf9a6a69dc6a0c3e540fff0e039,88390,barra velha,SC,4.4,5,257.25,baby,54.25,1,100.0,39,False
57,c89cf7c468a48af70aada384e722f9e2,25730,petropolis,RJ,3.7857142857142856,14,745.0,toys,137.92307692307693,1,100.0,34,False
58,b7ba853e9551f4558440881fd3e5c815,95500,santo antonio da patrulha,RS,1.0,2,376.8,cool_stuff,2.0,1,50.0,703,True
59,13c2ed7698b3ca92dad49e849219da59,84010,ponta grossa,PR,4.444444444444445,9,498.61,perfumery,105.75,1,100.0,38,False
60,cbbd5ae8f53de5f5097cd8217b529e24,6544,santana de parnaiba,SP,2.5,2,351.8,baby,1.0,1,100.0,574,True
61,02ecc2a19303f05e59ce133fd923fff7,9121,santo andre,SP,4.541666666666667,24,5264.190000000001,garden_tools,94.69565217391305,1,37.5,19,False
62,c013e57c075a06e5b5c48ee03c525719,13568,sao carlos,SP,4.155555555555556,45,1971.5500000000002,pet_shop,45.75,1,100.0,14,False
